# Generated by Tools/threads/flagoff-ledger.py (--base origin/main). One row per pre-existing function that has code the branch added
# outside every flag-on gate. Columns verdict, reason, reviewer are maintained by hand and survive regeneration.
# verdict: shape | restored | deliberate | data | fail-stop | lock | atomic | upstream-fix | flag-on-arm (see docs/threads/FLAG-OFF-LANDING.md L3).
file	function	ungated_lines	auto	verdict	reason	reviewer	note
Source/JavaScriptCore/runtime/ClonedArguments.cpp	void ClonedArguments::materializeSpecials(JSGlobalObject* globalObject)	10	fail-stop,fence,gate-test				
Source/JavaScriptCore/runtime/ClonedArguments.cpp	void ClonedArguments::materializeSpecialsIfNecessary(JSGlobalObject* globalObject)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/CodeCache.cpp	UnlinkedEvalCodeBlock* generateUnlinkedCodeBlockForDirectEval(VM& vm, DirectEvalExecutable* executable, const SourceCode& source, JSParserScriptMode scriptMode,	1	lock,gate-test				
Source/JavaScriptCore/runtime/CodeCache.cpp	UnlinkedFunctionExecutable* CodeCache::getUnlinkedGlobalFunctionExecutable(VM& vm, const Identifier& name, const SourceCode& source, LexicallyScopedFeatures lex	1	lock,gate-test				
Source/JavaScriptCore/runtime/CodeCache.cpp	template <class UnlinkedCodeBlockType> requires (!std::same_as<UnlinkedCodeBlockType, UnlinkedEvalCodeBlock>) UnlinkedCodeBlockType* recursivelyGenerateUnlinked	1	lock,gate-test				
Source/JavaScriptCore/runtime/CodeCache.cpp	template<class UnlinkedCodeBlockType, class ExecutableType> UnlinkedCodeBlockType* CodeCache::getUnlinkedGlobalCodeBlock(VM& vm, ExecutableType* executable, con	1	lock,gate-test				
Source/JavaScriptCore/runtime/CodeCache.cpp	void CodeCache::forgetUnlinkedModuleProgramCodeBlock(ModuleProgramExecutable* executable, const SourceCode& source, UnlinkedModuleProgramCodeBlock* unlinkedCode	2	lock,gate-test				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_create_this)	9	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_enter)	3	other				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_enumerator_get_by_val)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_enumerator_has_own_property)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_enumerator_in_by_val)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_enumerator_next)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_enumerator_put_by_val)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_resolve_scope)	5	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	JSC_DEFINE_COMMON_SLOW_PATH(slow_path_to_this)	5	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	template<OpcodeSize width> ALWAYS_INLINE UGPRPair asyncIteratorOpenTryFastImpl(VM& vm, JSGlobalObject* globalObject, CodeBlock* codeBlock, CallFrame* callFrame,	6	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	template<OpcodeSize width> ALWAYS_INLINE UGPRPair iteratorNextTryFastImpl(VM& vm, JSGlobalObject* globalObject, CodeBlock* codeBlock, CallFrame* callFrame, Thro	4	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.cpp	template<OpcodeSize width> ALWAYS_INLINE UGPRPair iteratorOpenTryFastImpl(VM& vm, JSGlobalObject* globalObject, CodeBlock* codeBlock, CallFrame* callFrame, Thro	9	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.h	inline JSValue opEnumeratorGetByVal(JSGlobalObject* globalObject, JSValue baseValue, JSValue propertyNameValue, unsigned index, JSPropertyNameEnumerator::Flag m	1	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPaths.h	template<bool threaded> JSArray* allocateNewArrayBufferPerThreadsMode(VM& vm, Structure* structure, JSCellButterfly* immutableButterfly)	1	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/CommonSlowPathsInlines.h	inline void opEnumeratorPutByVal(JSGlobalObject* globalObject, JSValue baseValue, JSValue propertyNameValue, JSValue value, ECMAMode ecmaMode, unsigned index, J	1	relaxed-atomic				
Source/JavaScriptCore/runtime/CommonSlowPathsInlines.h	inline void tryCacheGetFromScopeGlobal( JSGlobalObject* globalObject, CodeBlock* codeBlock, VM& vm, OpGetFromScope& bytecode, JSObject* scope, PropertySlot& slo	7	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/CommonSlowPathsInlines.h	inline void tryCachePutToScopeGlobal( JSGlobalObject* globalObject, CodeBlock* codeBlock, OpPutToScope& bytecode, JSObject* scope, PutPropertySlot& slot, const 	2	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/CommonSlowPathsInlines.h	template<typename Metadata> void cacheGlobalLexicalVar(CodeBlock* codeBlock, Metadata& metadata, JSGlobalLexicalEnvironment* globalLexicalEnvironment, const Ide	1	relaxed-atomic				
Source/JavaScriptCore/runtime/Completion.cpp	bool checkModuleSyntax(JSGlobalObject* globalObject, const SourceCode& source, ParserError& error)	5	lock,gate-test				
Source/JavaScriptCore/runtime/Completion.cpp	static inline bool checkSyntaxInternal(VM& vm, const SourceCode& source, ParserError& error)	1	lock,gate-test				
Source/JavaScriptCore/runtime/ConcatKeyAtomStringCacheInlines.h	template<typename Func> inline JSString* ConcatKeyAtomStringCache::getOrInsert(VM& vm, JSString* s0, JSString* s1, JSString* s2, const Func& func)	3	relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/ConcurrentJSLock.h	explicit ConcurrentJSLockerBase(ConcurrentJSLock* lockable)	3	other				
Source/JavaScriptCore/runtime/ConcurrentJSLock.h	private: void didLock()	4	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/ConcurrentJSLock.h	public: explicit ConcurrentJSLockerBase(ConcurrentJSLock& lockable)	1	other				
Source/JavaScriptCore/runtime/ConcurrentJSLock.h	void unlockEarly() WTF_IGNORES_THREAD_SAFETY_ANALYSIS	6	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/ConcurrentJSLock.h	~ConcurrentJSLockerBase()	3	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/CyclicModuleRecord.cpp	void CyclicModuleRecord::initializeEnvironment(JSGlobalObject* globalObject, RefPtr<ScriptFetcher> scriptFetcher)	3	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/DateInstance.cpp	PlainGregorianDateTime DateInstance::calculateGregorianDateTime(DateCache& cache, double milli) const	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DateInstance.cpp	PlainGregorianDateTime DateInstance::calculateGregorianDateTimeUTC(DateCache& cache, double milli) const	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DateInstance.h	(no enclosing function found)	2	relaxed-atomic				
Source/JavaScriptCore/runtime/DateInstance.h	PlainGregorianDateTime gregorianDateTime(DateCache& cache, double milli) const	1	other				
Source/JavaScriptCore/runtime/DateInstance.h	PlainGregorianDateTime gregorianDateTimeUTC(DateCache& cache, double milli) const	2	other				
Source/JavaScriptCore/runtime/DateInstance.h	void setInternalNumber(double value)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/DatePrototype.cpp	JSC_DEFINE_HOST_FUNCTION(dateProtoFuncSetYear, (JSGlobalObject* globalObject, CallFrame* callFrame))	1	other				
Source/JavaScriptCore/runtime/DatePrototype.cpp	JSC_DEFINE_HOST_FUNCTION(dateProtoFuncToISOString, (JSGlobalObject* globalObject, CallFrame* callFrame))	4	other				
Source/JavaScriptCore/runtime/DatePrototype.cpp	static EncodedJSValue setNewValueFromDateArgs(JSGlobalObject* globalObject, CallFrame* callFrame, unsigned numArgsToUse, TimeType inputTimeType)	2	other				
Source/JavaScriptCore/runtime/DatePrototype.cpp	static EncodedJSValue setNewValueFromTimeArgs(JSGlobalObject* globalObject, CallFrame* callFrame, unsigned numArgsToUse, TimeType inputTimeType)	2	other				
Source/JavaScriptCore/runtime/DeferTermination.h	public: DeferTermination(VM& vm) : m_vm(vm) , m_traps(vm.trapsForCurrentThread())	1	other				
Source/JavaScriptCore/runtime/DeferTermination.h	~DeferTermination()	1	other				
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	DeferredWorkTimer::WeakTicket DeferredWorkTimer::addPendingWork(WorkType type, VM& vm, JSObject* target, Vector<JSCell*>&& dependencies)	3	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	bool DeferredWorkTimer::cancelPendingWork(Ticket& ticket)	33	lock,gate-test				
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	bool DeferredWorkTimer::hasAnyPendingWork() const	4	lock,gate-test				
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	bool DeferredWorkTimer::hasDependencyInPendingWork(Ticket& ticket, JSCell* dependency)	6	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	bool DeferredWorkTimer::hasImminentlyScheduledWork() const	10	lock,gate-test				
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	bool DeferredWorkTimer::hasPendingWork(Ticket& ticket)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	bool DeferredWorkTimer::scheduleWorkSoonIfActive(const WeakTicket& weakTicket, Task&& task)	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	void DeferredWorkTimer::Ticket::cancel()	1	relaxed-atomic				
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	void DeferredWorkTimer::cancelPendingWorkSafe(JSGlobalObject* globalObject)	12	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	void DeferredWorkTimer::doWork(VM& vm)	7	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DeferredWorkTimer.cpp	void DeferredWorkTimer::runRunLoop()	20	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DirectArguments.cpp	DirectArguments::DirectArguments(VM& vm, Structure* structure, unsigned length, unsigned capacity) : GenericArgumentsImpl(vm, structure)	2	relaxed-atomic				
Source/JavaScriptCore/runtime/DirectArguments.cpp	JSArray* DirectArguments::fastSlice(JSGlobalObject* globalObject, DirectArguments* arguments, uint64_t startIndex, uint64_t count)	2	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/DirectArguments.cpp	size_t DirectArguments::estimatedSize(JSCell* cell, VM& vm)	1	other				
Source/JavaScriptCore/runtime/DirectArguments.cpp	template<typename Visitor> void DirectArguments::visitChildrenImpl(JSCell* thisCell, Visitor& visitor)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/DirectArguments.cpp	uint32_t DirectArguments::length(JSGlobalObject* globalObject) const	2	other				
Source/JavaScriptCore/runtime/DirectArguments.cpp	unsigned DirectArguments::mappedArgumentsSize()	1	other				
Source/JavaScriptCore/runtime/DirectArguments.cpp	void DirectArguments::copyToArguments(JSGlobalObject* globalObject, JSValue* firstElementDest, unsigned offset, unsigned length)	2	other				
Source/JavaScriptCore/runtime/DirectArguments.cpp	void DirectArguments::overrideThings(JSGlobalObject* globalObject)	7	fence,relaxed-atomic,gate-test				
Source/JavaScriptCore/runtime/DirectArguments.cpp	void DirectArguments::overrideThingsIfNecessary(JSGlobalObject* globalObject)	1	other				
Source/JavaScriptCore/runtime/DirectArguments.cpp	void DirectArguments::unmapArgument(JSGlobalObject* globalObject, unsigned index)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/DirectArguments.h	JSValue getIndexQuickly(uint32_t i) const	2	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DirectArguments.h	WriteBarrier<Unknown>& argument(DirectArgumentsOffset offset)	1	debug-assert,relaxed-atomic				
Source/JavaScriptCore/runtime/DirectArguments.h	bool isMappedArgument(uint32_t i) const	1	relaxed-atomic				
Source/JavaScriptCore/runtime/DirectArguments.h	bool isMappedArgumentInDFG(uint32_t i) const	1	other				
Source/JavaScriptCore/runtime/DirectArguments.h	bool isModifiedArgumentDescriptor(unsigned index)	1	other				
Source/JavaScriptCore/runtime/DirectArguments.h	uint32_t internalLength() const	1	relaxed-atomic				
Source/JavaScriptCore/runtime/DirectArguments.h	void initModifiedArgumentsDescriptorIfNecessary(JSGlobalObject* globalObject)	1	other				
Source/JavaScriptCore/runtime/DirectArguments.h	void setIndexQuickly(VM& vm, uint32_t i, JSValue value)	2	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/DirectArguments.h	void setModifiedArgumentDescriptor(JSGlobalObject* globalObject, unsigned index)	1	other				
Source/JavaScriptCore/runtime/DisallowVMEntry.h	(no enclosing function found)	1	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/DisallowVMEntry.h	DisallowVMEntryImpl(const DisallowVMEntryImpl& other) : m_vm(other.m_vm)	1	other				
Source/JavaScriptCore/runtime/DisallowVMEntry.h	public: DisallowVMEntryImpl(VMType& vm) : m_vm(&vm)	1	other				
Source/JavaScriptCore/runtime/DisallowVMEntry.h	~DisallowVMEntryImpl()	2	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/Error.cpp	std::tuple<CodeBlock*, BytecodeIndex> getBytecodeIndex(VM& vm, CallFrame* startCallFrame)	4	other				
Source/JavaScriptCore/runtime/ErrorInstance.cpp	bool ErrorInstance::materializeErrorInfoIfNeeded(VM& vm)	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ErrorInstance.cpp	void ErrorInstance::finishCreation(VM& vm, const String& message, JSValue cause, SourceAppender appender, RuntimeType type, bool useCurrentFrame, JSCell* subcla	1	other				
Source/JavaScriptCore/runtime/ExceptionScope.cpp	ExceptionScope::ExceptionScope(VM& vm, ExceptionEventLocation location) : m_vm(vm) , m_previousScope(vm.exceptionScopeVerificationState().m_topExceptionScope) ,	32	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/ExceptionScope.cpp	ExceptionScope::~ExceptionScope()	19	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/runtime/ExecutableBase.h	CodePtr<JSEntryPtrTag> entrypointFor(CodeSpecializationKind kind, ArityCheckMode arity)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/ExecutableBase.h	CodePtr<JSEntryPtrTag> generatedJITCodeWithArityCheckForCall() const	1	other				
Source/JavaScriptCore/runtime/ExecutableBase.h	CodePtr<JSEntryPtrTag> generatedJITCodeWithArityCheckForConstruct() const	1	other				
Source/JavaScriptCore/runtime/ExecutableBase.h	CodePtr<JSEntryPtrTag> swapGeneratedJITCodeForCallWithArityCheckForDebugger(CodePtr<JSEntryPtrTag> jitCodeForCallWithArityCheck)	2	other				
Source/JavaScriptCore/runtime/ExecutableBase.h	CodePtr<JSEntryPtrTag> swapGeneratedJITCodeForConstructWithArityCheckForDebugger(CodePtr<JSEntryPtrTag> jitCodeForConstructWithArityCheck)	2	other				
Source/JavaScriptCore/runtime/ExecutableBase.h	Ref<JSC::JITCode> generatedJITCodeForConstruct() const	3	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/ExecutableBase.h	public: Ref<JSC::JITCode> generatedJITCodeForCall() const	3	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/ExecutableBase.h	void* generatedJITCodeAddressForCall() const	3	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/runtime/FunctionExecutable.cpp	FunctionExecutable::RareData& FunctionExecutable::ensureRareDataSlow()	7	lock,relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.cpp	JSString* FunctionExecutable::toStringSlow(JSGlobalObject* globalObject)	2	debug-assert,relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.cpp	template<typename Visitor> void FunctionExecutable::visitChildrenImpl(JSCell* cell, Visitor& visitor)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.h	FunctionCodeBlock* codeBlockForCall() const	2	relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.h	FunctionCodeBlock* codeBlockForConstruct() const	2	relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.h	InlineWatchpointSet& ensurePolyProtoWatchpoint()	3	relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.h	JSString* asStringConcurrently() const	2	relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.h	RareData& ensureRareData()	2	relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.h	Structure* cachedPolyProtoStructure()	2	relaxed-atomic				
Source/JavaScriptCore/runtime/FunctionExecutable.h	int endColumn() const	2	relaxed-atomic				
